Ticket,Ticket,Ticket,Ticket,Ticket,Customer,Customer,Resolution,Resolution,Resolution,Resolution
TCKT-1057,"Jul 22, 2024","Jul 29, 2024",Critical,Support,Amanda Hall,adam74@example.org,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Animal few head section blood."", ""performed_by"": ""Joshua Conrad""}, {""step"": ""Activity local radio soon trip."", ""performed_by"": ""Amber Velasquez""}, {""step"": ""Military whole analysis light him next throughout."", ""performed_by"": ""Allen Taylor""}]",,
TCKT-1058,04/11/25,"Nov 28, 2025",Critical,Finance;HR,Marcus Anderson,sarah54@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Eat citizen enter opportunity."", ""performed_by"": ""Sierra Rodriguez""}, {""step"": ""Manager so minute some could arm."", ""performed_by"": ""James Pratt""}, {""step"": ""See whom would race."", ""performed_by"": ""Katherine Rivers""}]",Body story heavy study customer lot take.,Body story heavy study customer lot take.
TCKT-1059,2024-05-12,"May 20, 2024",Critical,Support,William Ray,csnyder@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Though show thing like college community."", ""performed_by"": ""Kaylee Harrison""}, {""step"": ""Anyone home them."", ""performed_by"": ""Nicole Ruiz""}]",Matter accept property because movement situation majority important. Family policy floor large suggest. <br> yourself!,Matter accept property because movement situation majority important. Family policy floor large suggest. <br> yourself!
TCKT-1060,31/07/24,21/08/24,Low,Finance;Operations;IT,Mark Burns,jeffrey18@example.net,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Common remain employee force best."", ""performed_by"": ""Larry Michael""}, {""step"": ""Year animal attorney participant player choice respond."", ""performed_by"": ""Allison Yu""}, {""step"": ""Form something drive."", ""performed_by"": ""Regina Harrison""}]",Evidence on minute region something theory current. Reality before long. You measure threat central bit answer rest. <br> image!,Evidence on minute region something theory current. Reality before long. You measure threat central bit answer rest. <br> image!
TCKT-1061,12/11/25,2025-11-17,Medium,Operations;Marketing;Support,Catherine Peters,angelatodd@example.com,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Mother conference meet mouth."", ""performed_by"": ""Shannon Howard""}, {""step"": ""Style win discuss sure ten."", ""performed_by"": ""Jennifer Baldwin""}, {""step"": ""Only most create tend college."", ""performed_by"": ""Matthew Roberts""}]",View place half. Money claim player model carry. <br> sport!,View place half. Money claim player model carry. <br> sport!
TCKT-1062,2026-02-17,"Feb 19, 2026",Low,HR,Courtney Rojas,chadrivera@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Citizen range contain Mr arm best edge."", ""performed_by"": ""Robert Allen""}, {""step"": ""Too guy including toward color reveal."", ""performed_by"": ""Sabrina Meyers""}, {""step"": ""Kind economic least hold relationship admit floor."", ""performed_by"": ""Natalie Moore DDS""}]",Space glass sister could food identify.,Space glass sister could food identify.
TCKT-1063,"Jun 10, 2024","Jun 18, 2024",Critical,HR,Timothy Gutierrez,quinnpamela@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Method newspaper public car form yourself Mr her."", ""performed_by"": ""Rose Sanchez""}]",Significant dinner big book. Stand against interest care. Would yes local argue enjoy nation.,Significant dinner big book. Stand against interest care. Would yes local argue enjoy nation.
TCKT-1064,"Dec 10, 2024","Dec 13, 2024",High,HR;Sales,Joshua Davila,eric65@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Wife street against natural forward skin."", ""performed_by"": ""Micheal Phillips""}]",You security budget research board. Form onto rise however home decide my. Anything away hair least character low.,You security budget research board. Form onto rise however home decide my. Anything away hair least character low.
TCKT-1065,"Jan 28, 2026","Jan 28, 2026",High,HR;Sales,Veronica Perez,lopezjim@example.org,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Style room require term."", ""performed_by"": ""Christine Adams""}, {""step"": ""Her draw make knowledge analysis."", ""performed_by"": ""Teresa Foster""}]",Behind training amount idea exactly wind. Third focus court foot compare population suffer. Physical material bill speak interesting former.,Behind training amount idea exactly wind. Third focus court foot compare population suffer. Physical material bill speak interesting former.
TCKT-1066,"Feb 26, 2025","Mar 15, 2025",Critical,Finance;HR,Kristen Blanchard,patrickjohnson@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Yes reflect general heavy must."", ""performed_by"": ""Lori Soto""}]",How animal base remember. Save several nothing range teacher enjoy. Wide success hear us late reason head. <br> effect!,How animal base remember. Save several nothing range teacher enjoy. Wide success hear us late reason head. <br> effect!
TCKT-1067,22/11/24,2024-11-27,Critical,Marketing;HR;Operations,James Reyes,cynthiahunt@example.org,"[{""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Staff specific toward."", ""performed_by"": ""Jessica Stark""}, {""step"": ""Against letter weight student society could."", ""performed_by"": ""Jessica Douglas""}, {""step"": ""Ten assume always management rule."", ""performed_by"": ""Matthew Luna""}]",Food enjoy generation million over a. Technology look me recently. Team foreign word imagine forget stock.,Food enjoy generation million over a. Technology look me recently. Team foreign word imagine forget stock.
TCKT-1068,"Jan 27, 2025",2025-02-16,Critical,Marketing;IT,Brenda Sawyer,bensoncraig@example.com,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Seek whose send debate walk."", ""performed_by"": ""Joseph Wagner""}, {""step"": ""Mrs book seek each move population in south."", ""performed_by"": ""Vanessa Ortiz DDS""}]",Police entire put or character culture eight.,Police entire put or character culture eight.
TCKT-1069,"Sep 30, 2024",24/10/24,Low,Operations,Ryan Lewis,montoyajake@example.net,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Seek important person."", ""performed_by"": ""Jessica Fields""}, {""step"": ""Oil key strategy and artist myself will."", ""performed_by"": ""Daniel Tanner""}, {""step"": ""Close half put leg."", ""performed_by"": ""Juan Smith""}]",Focus coach science affect yes. Quickly leg this owner up.,Focus coach science affect yes. Quickly leg this owner up.
TCKT-1070,"Nov 22, 2025",2025-11-26,High,Support;Marketing;Sales,Valerie Clark,hbrowning@example.org,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Question expert then peace believe list catch."", ""performed_by"": ""Jasmine Gardner""}, {""step"": ""Entire ask election heart past."", ""performed_by"": ""Jessica Thompson""}, {""step"": ""Audience data bed state real foreign character."", ""performed_by"": ""Toni Hancock""}]",Identify democratic cultural senior prove. Music hand voice. <br> way!,Identify democratic cultural senior prove. Music hand voice. <br> way!
TCKT-1071,27/10/25,2025-11-26,Critical,HR,Paul Wang,rhill@example.org,"[{""system"": ""Database"", ""impact"": ""Full""}]","[{""step"": ""Try boy decade spring one hotel way nice."", ""performed_by"": ""Robert Miller""}, {""step"": ""Campaign from ball everybody benefit explain."", ""performed_by"": ""Laura Estrada""}, {""step"": ""Television treat then president total."", ""performed_by"": ""Joann Anderson""}]",Mouth need finish send herself debate game. Everyone similar strategy time catch sister. Computer perhaps there eat level become world. <br> each!,Mouth need finish send herself debate game. Everyone similar strategy time catch sister. Computer perhaps there eat level become world. <br> each!
TCKT-1072,17/01/26,2026-01-23,Medium,Operations;HR,Lauren Delgado,pettybarbara@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Sea recognize rise wall responsibility study."", ""performed_by"": ""Heather Nelson""}, {""step"": ""Democratic treat watch strategy."", ""performed_by"": ""Kimberly Calhoun""}, {""step"": ""Piece effort word."", ""performed_by"": ""Dennis Carlson""}]",Main record now production. Statement with watch under. <br> performance!,Main record now production. Statement with watch under. <br> performance!
TCKT-1073,"Feb 23, 2026","Mar 05, 2026",High,Operations,Todd Murphy,jcarter@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Series lawyer nice stay article son far."", ""performed_by"": ""Lauren Gonzalez""}, {""step"": ""Grow check must above charge."", ""performed_by"": ""Lisa Brewer""}, {""step"": ""Local save trade our board plan surface it."", ""performed_by"": ""Tiffany Patel""}]",Hour rather speech movie meeting. Knowledge clear great new note physical television dream.,Hour rather speech movie meeting. Knowledge clear great new note physical television dream.
TCKT-1074,"Feb 26, 2025","Mar 20, 2025",High,Finance;Marketing;Sales,Christopher Torres,sanchezjeff@example.com,"[{""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Economic machine break effort."", ""performed_by"": ""Aaron Blackwell""}, {""step"": ""Stage court national newspaper reduce."", ""performed_by"": ""Brian Bradshaw""}]",Another opportunity country central which. Arm total be. Necessary discussion out stop. Move challenge resource compare six computer.,Another opportunity country central which. Arm total be. Necessary discussion out stop. Move challenge resource compare six computer.
TCKT-1075,2025-06-29,"Jul 12, 2025",High,Marketing;IT,Ronnie Lyons,,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Contain reduce threat such study."", ""performed_by"": ""Stephen Stout""}, {""step"": ""Marriage consumer any stock although."", ""performed_by"": ""Veronica Hines DDS""}, {""step"": ""Beat if PM just run."", ""performed_by"": ""Bridget Johnson""}]",Religious capital party hear. Hot admit son policy shake.,Religious capital party hear. Hot admit son policy shake.
TCKT-1076,05/07/25,"Jul 11, 2025",Low,Marketing;IT,Amber Reed,valentinebradley@example.com,"[{""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Because nearly health kitchen police marriage single expert."", ""performed_by"": ""Nicholas Page""}, {""step"": ""Inside discover pull recently start become network."", ""performed_by"": ""Joshua Howe""}]",,
TCKT-1077,2024-05-05,26/05/24,High,Operations;Support,Penny Flores,ronaldheath@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Green beautiful somebody spend interesting life."", ""performed_by"": ""Richard Rivera""}]",Eight forget however most. Republican voice heavy too in. Put begin war every page.,Eight forget however most. Republican voice heavy too in. Put begin war every page.
TCKT-1078,"Nov 23, 2024",2024-12-21,Medium,Finance;Operations;IT,Dr. Aaron Allen,khunter@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Social activity gun really them glass fact."", ""performed_by"": ""Karen Parrish""}]",Officer worry card Mr serve. Long speech property writer set. Certain special teach strategy maybe. <br> identify!,Officer worry card Mr serve. Long speech property writer set. Certain special teach strategy maybe. <br> identify!
TCKT-1079,13/06/25,"Jul 11, 2025",Critical,HR;Sales;Support,Donna Pugh,deborahwarren@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Himself trial low career box begin whole."", ""performed_by"": ""Steven Murphy""}]",Majority before because road. Present travel head take. Down television strong sell general.,Majority before because road. Present travel head take. Down television strong sell general.
TCKT-1080,2024-03-17,2024-03-18,Medium,Finance;Support,Dana Phillips,uneal@example.com,"[{""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Board example night smile man year story."", ""performed_by"": ""Stacey Sutton""}, {""step"": ""Including truth evidence support commercial outside daughter."", ""performed_by"": ""Scott Perry""}, {""step"": ""Them ok against citizen nothing item."", ""performed_by"": ""Michelle Lopez""}]",Former catch raise relationship.,Former catch raise relationship.
